1.0000	1.0480	-9.4300	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
2.0000	1.0505	-6.8900	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
3.0000	1.0341	-9.7300	0.0000	0.0000	3.2200	0.0240	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
4.0000	1.0116	-10.5300	0.0000	0.0000	5.0000	1.8400	0.0000	1.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
5.0000	1.0165	-9.3800	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
6.0000	1.0172	-8.6800	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	1.1700
7.0000	1.0067	-10.8400	0.0000	0.0000	2.3380	8.4000	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
8.0000	1.0057	-11.3400	0.0000	0.0000	5.2200	1.7600	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
9.0000	1.0322	-11.1500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
10.0000	1.0235	-6.3100	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
11.0000	1.0201	-7.1200	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
12.0000	1.0072	-7.1400	0.0000	0.0000	0.0850	0.8800	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
13.0000	1.0207	-7.0200	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
14.0000	1.0181	-8.6600	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
15.0000	1.0194	-9.0600	0.0000	0.0000	3.2000	1.5300	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
16.0000	1.0346	-7.6600	0.0000	0.0000	3.2940	3.2300	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
17.0000	1.0365	-8.6500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
18.0000	1.0343	-9.4900	0.0000	0.0000	1.5800	0.3000	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
19.0000	1.0509	-3.0400	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
20.0000	0.9914	-4.4500	0.0000	0.0000	6.8000	1.0300	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
21.0000	1.0337	-5.2600	0.0000	0.0000	2.7400	1.1500	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
22.0000	1.0509	-0.8200	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
23.0000	1.0459	-1.0200	0.0000	0.0000	2.4750	0.8460	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
24.0000	1.0399	-7.5400	0.0000	0.0000	3.0860	-0.9220	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
25.0000	1.0587	-5.5100	0.0000	0.0000	2.2400	0.4720	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
26.0000	1.0536	-6.7700	0.0000	0.0000	1.3900	0.1700	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
27.0000	1.0399	-8.7800	0.0000	0.0000	2.8100	0.7550	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
28.0000	1.0509	-3.2700	0.0000	0.0000	2.0600	0.2760	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
29.0000	1.0505	-0.5100	0.0000	1.0000	2.8350	1.2690	0.0000	0.0000	2.0000	99.0000	-99.0000	1.0000	0.0000
30.0000	1.0475	-4.4700	2.5000	1.3621	0.0000	0.0000	0.0000	0.0000	2.0000	8.0000	-5.0000	1.0000	0.0000
31.0000	1.0400	0.0000	5.7293	1.7036	0.0920	0.0460	0.0000	0.0000	2.0000	8.0000	-5.0000	1.0000	0.0000
32.0000	0.9831	1.6300	6.5000	1.7590	0.0000	0.0000	0.0000	0.0000	2.0000	8.0000	-5.0000	1.0000	0.0000
33.0000	0.9972	2.1800	6.3200	1.0335	0.0000	0.0000	0.0000	0.0000	2.0000	8.0000	-5.0000	1.0000	0.0000
34.0000	1.0123	0.7400	5.0800	1.6400	0.0000	0.0000	0.0000	0.0000	2.0000	4.0000	-3.0000	1.0000	0.0000
35.0000	1.0493	4.1400	6.5000	2.0884	0.0000	0.0000	0.0000	0.0000	2.0000	8.0000	-5.0000	1.0000	0.0000
36.0000	1.0635	6.8300	5.6000	0.9688	0.0000	0.0000	0.0000	0.0000	2.0000	8.0000	-5.0000	1.0000	0.0000
37.0000	1.0278	1.2600	5.4000	-0.0444	0.0000	0.0000	0.0000	0.0000	2.0000	8.0000	-5.0000	1.0000	0.0000
38.0000	1.0265	6.5500	8.3000	0.1939	0.0000	0.0000	0.0000	0.0000	2.0000	8.0000	-5.0000	1.0000	0.0000
39.0000	1.0300	-10.9600	10.0000	0.6846	11.0400	2.5000	0.0000	0.0000	1.0000	15.0000	-10.0000	1.0000	0.0000
40.0000	1.0480	-9.4300	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
41.0000	1.0505	-6.8900	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
42.0000	1.0341	-9.7300	0.0000	0.0000	3.2200	0.0240	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
43.0000	1.0116	-10.5300	0.0000	0.0000	5.0000	1.8400	0.0000	1.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
44.0000	1.0165	-9.3800	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
45.0000	1.0172	-8.6800	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	1.1700
46.0000	1.0067	-10.8400	0.0000	0.0000	2.3380	8.4000	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
47.0000	1.0057	-11.3400	0.0000	0.0000	5.2200	1.7600	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
48.0000	1.0322	-11.1500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
49.0000	1.0235	-6.3100	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
50.0000	1.0201	-7.1200	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
51.0000	1.0072	-7.1400	0.0000	0.0000	0.0850	0.8800	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
52.0000	1.0207	-7.0200	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
53.0000	1.0181	-8.6600	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
54.0000	1.0194	-9.0600	0.0000	0.0000	3.2000	1.5300	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
55.0000	1.0346	-7.6600	0.0000	0.0000	3.2940	3.2300	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
56.0000	1.0365	-8.6500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
57.0000	1.0343	-9.4900	0.0000	0.0000	1.5800	0.3000	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
58.0000	1.0509	-3.0400	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
59.0000	0.9914	-4.4500	0.0000	0.0000	6.8000	1.0300	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
60.0000	1.0337	-5.2600	0.0000	0.0000	2.7400	1.1500	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
61.0000	1.0509	-0.8200	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
62.0000	1.0459	-1.0200	0.0000	0.0000	2.4750	0.8460	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
63.0000	1.0399	-7.5400	0.0000	0.0000	3.0860	-0.9220	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
64.0000	1.0587	-5.5100	0.0000	0.0000	2.2400	0.4720	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
65.0000	1.0536	-6.7700	0.0000	0.0000	1.3900	0.1700	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
66.0000	1.0399	-8.7800	0.0000	0.0000	2.8100	0.7550	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
67.0000	1.0509	-3.2700	0.0000	0.0000	2.0600	0.2760	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
68.0000	1.0505	-0.5100	0.0000	1.0000	2.8350	1.2690	0.0000	0.0000	2.0000	99.0000	-99.0000	1.0000	0.0000
69.0000	1.0475	-4.4700	2.5000	1.3621	0.0000	0.0000	0.0000	0.0000	2.0000	8.0000	-5.0000	1.0000	0.0000
70.0000	1.0400	0.0000	5.7293	1.7036	0.0920	0.0460	0.0000	0.0000	2.0000	8.0000	-5.0000	1.0000	0.0000
71.0000	0.9831	1.6300	6.5000	1.7590	0.0000	0.0000	0.0000	0.0000	2.0000	8.0000	-5.0000	1.0000	0.0000
72.0000	0.9972	2.1800	6.3200	1.0335	0.0000	0.0000	0.0000	0.0000	2.0000	8.0000	-5.0000	1.0000	0.0000
73.0000	1.0123	0.7400	5.0800	1.6400	0.0000	0.0000	0.0000	0.0000	2.0000	4.0000	-3.0000	1.0000	0.0000
74.0000	1.0493	4.1400	6.5000	2.0884	0.0000	0.0000	0.0000	0.0000	2.0000	8.0000	-5.0000	1.0000	0.0000
75.0000	1.0635	6.8300	5.6000	0.9688	0.0000	0.0000	0.0000	0.0000	2.0000	8.0000	-5.0000	1.0000	0.0000
76.0000	1.0278	1.2600	5.4000	-0.0444	0.0000	0.0000	0.0000	0.0000	2.0000	8.0000	-5.0000	1.0000	0.0000
77.0000	1.0265	6.5500	8.3000	0.1939	0.0000	0.0000	0.0000	0.0000	2.0000	8.0000	-5.0000	1.0000	0.0000
78.0000	1.0300	-10.9600	10.0000	0.6846	11.0400	2.5000	0.0000	0.0000	1.0000	15.0000	-10.0000	1.0000	0.0000
79.0000	1.0480	-9.4300	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
80.0000	1.0505	-6.8900	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
81.0000	1.0341	-9.7300	0.0000	0.0000	3.2200	0.0240	0.0000	0.0000	3.0000	99.0000	-99.0000	1.0000	0.0000
